Dataset_ID,Buyer_ID,Product_ID,Recommended,Clicked,Viewed,Purchased,Ignored,Hidden,Feedback,Ground_Truth,Scenario_Type,Confidence_Score,Created_Date,Version
FB002688,BYR000576,PRD000729,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.87,2026-08-04,v1.0
FB002689,BYR000238,PRD001408,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.74,2026-05-22,v1.0
FB002690,BYR000972,PRD000167,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,BOUNDARY,0.9,2026-06-28,v1.0
FB002691,BYR000287,PRD002017,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.73,2026-05-09,v1.0
FB002692,BYR000384,PRD000006,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.86,2026-05-30,v1.0
FB002693,BYR000492,PRD000152,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.96,2026-05-27,v1.0
FB002694,BYR000536,PRD001243,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.91,2026-06-09,v1.0
FB002695,BYR000267,PRD000563,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.65,2026-07-26,v1.0
FB002696,BYR000944,PRD001030,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.73,2026-05-31,v1.0
FB002697,BYR000111,PRD002299,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.83,2026-05-12,v1.0
FB002698,BYR000072,PRD001914,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.69,2026-05-15,v1.0
FB002699,BYR000061,PRD000478,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,COLD_START,0.82,2026-05-09,v1.0
FB002700,BYR000307,PRD000351,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.89,2026-07-29,v1.0
FB002701,BYR000082,PRD002700,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.95,2026-06-27,v1.0
FB002702,BYR000086,PRD002184,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.76,2026-06-14,v1.0
FB002703,BYR000690,PRD000051,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.58,2026-07-30,v1.0
FB002704,BYR000586,PRD002872,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.69,2026-07-06,v1.0
FB002705,BYR000366,PRD002180,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.91,2026-06-12,v1.0
FB002706,BYR000346,PRD000826,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.89,2026-07-13,v1.0
FB002707,BYR000570,PRD001756,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.87,2026-07-30,v1.0
FB002708,BYR000759,PRD000523,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.86,2026-05-18,v1.0
FB002709,BYR000051,PRD000997,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.73,2026-05-25,v1.0
FB002710,BYR000251,PRD000763,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NEGATIVE,0.84,2026-06-11,v1.0
FB002711,BYR000703,PRD000581,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.84,2026-07-18,v1.0
FB002712,BYR000377,PRD001237,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,COLD_START,0.83,2026-07-26,v1.0
FB002713,BYR000666,PRD000875,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.83,2026-05-14,v1.0
FB002714,BYR000958,PRD000431,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.65,2026-06-30,v1.0
FB002715,BYR000581,PRD000560,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.6,2026-07-06,v1.0
FB002716,BYR000141,PRD001713,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.83,2026-05-14,v1.0
FB002717,BYR000770,PRD000171,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.84,2026-06-28,v1.0
FB002718,BYR000143,PRD001345,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.74,2026-06-15,v1.0
FB002719,BYR000140,PRD002303,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.64,2026-05-25,v1.0
FB002720,BYR000401,PRD000590,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.8,2026-05-27,v1.0
FB002721,BYR000202,PRD001863,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.79,2026-07-06,v1.0
FB002722,BYR000212,PRD002550,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.61,2026-05-26,v1.0
FB002723,BYR000353,PRD000807,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.61,2026-07-19,v1.0
FB002724,BYR000885,PRD002019,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,COLD_START,0.73,2026-05-25,v1.0
FB002725,BYR001000,PRD001292,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.56,2026-05-27,v1.0
FB002726,BYR000541,PRD001714,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.8,2026-05-29,v1.0
FB002727,BYR000977,PRD002925,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.74,2026-05-21,v1.0
FB002728,BYR000329,PRD001178,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.53,2026-07-10,v1.0
FB002729,BYR000549,PRD002866,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.61,2026-07-19,v1.0
FB002730,BYR000933,PRD002037,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.51,2026-06-12,v1.0
FB002731,BYR000133,PRD000965,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.95,2026-05-30,v1.0
FB002732,BYR000718,PRD001230,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.7,2026-07-06,v1.0
FB002733,BYR000828,PRD000938,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.83,2026-07-15,v1.0
FB002734,BYR000560,PRD000732,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NEGATIVE,0.82,2026-07-15,v1.0
FB002735,BYR000605,PRD002863,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.95,2026-05-26,v1.0
FB002736,BYR000870,PRD002928,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.68,2026-07-30,v1.0
FB002737,BYR000655,PRD002456,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.92,2026-07-20,v1.0
FB002738,BYR000961,PRD000977,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.99,2026-06-06,v1.0
FB002739,BYR000518,PRD002864,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.91,2026-05-12,v1.0
FB002740,BYR000064,PRD000418,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,EDGE,1.0,2026-06-12,v1.0
FB002741,BYR000683,PRD000748,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.73,2026-07-18,v1.0
FB002742,BYR000957,PRD002471,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.56,2026-07-18,v1.0
FB002743,BYR000638,PRD002369,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.88,2026-06-01,v1.0
FB002744,BYR000644,PRD002873,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.62,2026-08-03,v1.0
FB002745,BYR000822,PRD001346,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.6,2026-05-12,v1.0
FB002746,BYR000758,PRD001640,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NEGATIVE,0.57,2026-05-20,v1.0
FB002747,BYR000208,PRD000960,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.56,2026-08-02,v1.0
FB002748,BYR000754,PRD001921,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.96,2026-05-09,v1.0
FB002749,BYR000026,PRD001987,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.85,2026-06-07,v1.0
FB002750,BYR000050,PRD002937,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.53,2026-05-11,v1.0
FB002751,BYR000313,PRD000302,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.62,2026-05-27,v1.0
FB002752,BYR000700,PRD002281,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.67,2026-06-11,v1.0
FB002753,BYR000927,PRD001892,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.6,2026-06-29,v1.0
FB002754,BYR000120,PRD002494,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.73,2026-06-16,v1.0
FB002755,BYR000936,PRD002616,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.79,2026-06-29,v1.0
FB002756,BYR000911,PRD002257,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.96,2026-06-15,v1.0
FB002757,BYR000257,PRD000836,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.83,2026-06-16,v1.0
FB002758,BYR000557,PRD002389,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.89,2026-06-15,v1.0
FB002759,BYR000193,PRD001705,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.85,2026-06-25,v1.0
FB002760,BYR000571,PRD001186,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.63,2026-05-15,v1.0
FB002761,BYR000632,PRD002314,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.75,2026-05-25,v1.0
FB002762,BYR000191,PRD001955,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.83,2026-07-02,v1.0
FB002763,BYR000233,PRD002390,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.71,2026-05-29,v1.0
FB002764,BYR000602,PRD002875,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,RARE,0.93,2026-05-09,v1.0
FB002765,BYR000111,PRD001003,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.93,2026-07-11,v1.0
FB002766,BYR000421,PRD001218,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,COLD_START,0.91,2026-06-08,v1.0
FB002767,BYR000043,PRD002858,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.87,2026-06-01,v1.0
FB002768,BYR000716,PRD000428,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.83,2026-06-20,v1.0
FB002769,BYR000379,PRD001002,Yes,No,No,No,Yes,No,Not interested,Negative,RARE,0.75,2026-07-11,v1.0
FB002770,BYR000073,PRD002646,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.81,2026-07-03,v1.0
FB002771,BYR000342,PRD000803,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.79,2026-06-20,v1.0
FB002772,BYR000650,PRD001452,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.7,2026-07-30,v1.0
FB002773,BYR000288,PRD000241,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.89,2026-06-13,v1.0
FB002774,BYR000119,PRD001511,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.95,2026-07-07,v1.0
FB002775,BYR000139,PRD002671,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.59,2026-07-10,v1.0
FB002776,BYR000584,PRD002242,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.63,2026-07-15,v1.0
FB002777,BYR000882,PRD001220,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.64,2026-07-23,v1.0
FB002778,BYR000197,PRD000659,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.98,2026-06-12,v1.0
FB002779,BYR000070,PRD002882,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.69,2026-06-03,v1.0
FB002780,BYR000766,PRD002016,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.63,2026-06-22,v1.0
FB002781,BYR000148,PRD002733,Yes,No,Yes,No,No,No,Not my style,Neutral,BOUNDARY,0.78,2026-06-21,v1.0
FB002782,BYR000820,PRD001229,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.89,2026-07-13,v1.0
FB002783,BYR000764,PRD002778,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.87,2026-05-10,v1.0
FB002784,BYR000793,PRD002354,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.78,2026-06-04,v1.0
FB002785,BYR000017,PRD000322,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.91,2026-07-01,v1.0
FB002786,BYR000887,PRD000622,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.93,2026-06-02,v1.0
FB002787,BYR000562,PRD000133,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.85,2026-07-10,v1.0
FB002788,BYR000540,PRD000189,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.51,2026-07-02,v1.0
FB002789,BYR000312,PRD001804,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.63,2026-05-19,v1.0
FB002790,BYR000415,PRD002053,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.56,2026-05-13,v1.0
FB002791,BYR000493,PRD002668,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.99,2026-05-19,v1.0
FB002792,BYR000382,PRD002814,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.74,2026-07-18,v1.0
FB002793,BYR000200,PRD000143,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.53,2026-06-07,v1.0
FB002794,BYR000141,PRD001280,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.74,2026-07-22,v1.0
FB002795,BYR000288,PRD002363,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.51,2026-06-08,v1.0
FB002796,BYR000686,PRD000317,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.75,2026-05-13,v1.0
FB002797,BYR000516,PRD000739,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.88,2026-06-30,v1.0
FB002798,BYR000299,PRD001636,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.9,2026-07-13,v1.0
FB002799,BYR000974,PRD001145,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.86,2026-06-27,v1.0
FB002800,BYR000183,PRD000229,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.93,2026-07-14,v1.0
FB002801,BYR000656,PRD000384,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.96,2026-07-26,v1.0
FB002802,BYR000902,PRD002551,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.62,2026-08-04,v1.0
FB002803,BYR000126,PRD000887,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,COLD_START,0.77,2026-06-09,v1.0
FB002804,BYR000893,PRD000357,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.58,2026-07-08,v1.0
FB002805,BYR000043,PRD000138,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.61,2026-05-28,v1.0
FB002806,BYR000632,PRD001986,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.82,2026-05-18,v1.0
FB002807,BYR000464,PRD000989,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.69,2026-07-17,v1.0
FB002808,BYR000369,PRD001014,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.56,2026-07-04,v1.0
FB002809,BYR000367,PRD002870,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.69,2026-06-21,v1.0
FB002810,BYR000072,PRD001316,Yes,No,Yes,No,No,No,Not my style,Neutral,RARE,0.66,2026-06-11,v1.0
FB002811,BYR000121,PRD002544,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.66,2026-06-03,v1.0
FB002812,BYR000598,PRD002230,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.5,2026-07-31,v1.0
FB002813,BYR000819,PRD001711,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.66,2026-07-08,v1.0
FB002814,BYR000849,PRD002035,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.62,2026-05-27,v1.0
FB002815,BYR000843,PRD001918,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.76,2026-05-27,v1.0
FB002816,BYR000603,PRD002906,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.56,2026-05-17,v1.0
FB002817,BYR000922,PRD002439,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.63,2026-06-23,v1.0
FB002818,BYR000083,PRD000588,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.57,2026-06-10,v1.0
FB002819,BYR000532,PRD001712,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.96,2026-07-12,v1.0
FB002820,BYR000812,PRD000916,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.54,2026-08-04,v1.0
FB002821,BYR000789,PRD000773,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,RARE,0.67,2026-05-22,v1.0
FB002822,BYR000617,PRD001331,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.65,2026-05-25,v1.0
FB002823,BYR000661,PRD001773,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.81,2026-05-25,v1.0
FB002824,BYR000143,PRD002399,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.8,2026-05-11,v1.0
FB002825,BYR000631,PRD000990,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.58,2026-08-02,v1.0
FB002826,BYR000941,PRD002750,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.84,2026-05-10,v1.0
FB002827,BYR000517,PRD001258,Yes,No,No,No,Yes,No,Not interested,Negative,RARE,0.72,2026-06-12,v1.0
FB002828,BYR000919,PRD002916,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.65,2026-06-03,v1.0
FB002829,BYR000404,PRD001022,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.95,2026-07-26,v1.0
FB002830,BYR000049,PRD001506,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.62,2026-05-30,v1.0
FB002831,BYR000277,PRD002567,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.58,2026-05-25,v1.0
FB002832,BYR000655,PRD002456,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.67,2026-07-07,v1.0
FB002833,BYR000545,PRD001511,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.69,2026-05-18,v1.0
FB002834,BYR000875,PRD000330,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.78,2026-05-14,v1.0
FB002835,BYR000099,PRD002409,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.94,2026-06-09,v1.0
FB002836,BYR000120,PRD000110,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.59,2026-07-16,v1.0
FB002837,BYR000116,PRD002831,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.57,2026-07-31,v1.0
FB002838,BYR000540,PRD001515,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,EDGE,0.7,2026-05-08,v1.0
FB002839,BYR000370,PRD001296,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.76,2026-07-01,v1.0
FB002840,BYR000539,PRD002937,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.87,2026-08-05,v1.0
FB002841,BYR000332,PRD001346,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.58,2026-05-12,v1.0
FB002842,BYR000662,PRD000485,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.66,2026-08-01,v1.0
FB002843,BYR000360,PRD000014,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NEGATIVE,0.82,2026-06-25,v1.0
FB002844,BYR000061,PRD000942,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.69,2026-08-04,v1.0
FB002845,BYR000240,PRD002820,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.6,2026-07-04,v1.0
FB002846,BYR000934,PRD000956,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.83,2026-05-27,v1.0
FB002847,BYR000341,PRD001542,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.76,2026-06-06,v1.0
FB002848,BYR000568,PRD000759,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.86,2026-05-22,v1.0
FB002849,BYR000782,PRD002588,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.71,2026-07-15,v1.0
FB002850,BYR000746,PRD002278,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.68,2026-06-09,v1.0
FB002851,BYR000404,PRD001765,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.99,2026-05-10,v1.0
FB002852,BYR000442,PRD002768,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.8,2026-07-13,v1.0
FB002853,BYR000028,PRD000564,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.95,2026-07-16,v1.0
FB002854,BYR000892,PRD002816,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.67,2026-07-17,v1.0
FB002855,BYR000576,PRD000665,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.73,2026-06-09,v1.0
FB002856,BYR000639,PRD001573,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NEGATIVE,0.99,2026-07-13,v1.0
FB002857,BYR000513,PRD002546,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.59,2026-08-03,v1.0
FB002858,BYR000734,PRD001305,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.62,2026-07-13,v1.0
FB002859,BYR000848,PRD000956,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.98,2026-06-16,v1.0
FB002860,BYR000259,PRD001536,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.68,2026-05-22,v1.0
FB002861,BYR000145,PRD001791,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,RARE,0.55,2026-07-28,v1.0
FB002862,BYR000224,PRD001315,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.59,2026-07-12,v1.0
FB002863,BYR000073,PRD000721,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.88,2026-05-24,v1.0
FB002864,BYR000478,PRD001132,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.63,2026-05-20,v1.0
FB002865,BYR000837,PRD002835,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.59,2026-07-26,v1.0
FB002866,BYR000700,PRD000649,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.51,2026-06-24,v1.0
FB002867,BYR000701,PRD002948,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.5,2026-06-28,v1.0
FB002868,BYR000865,PRD002321,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.61,2026-05-29,v1.0
FB002869,BYR000306,PRD002064,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.75,2026-05-31,v1.0
FB002870,BYR000376,PRD000291,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.78,2026-05-26,v1.0
FB002871,BYR000038,PRD002981,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.69,2026-07-07,v1.0
FB002872,BYR000819,PRD001224,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.57,2026-06-18,v1.0
FB002873,BYR000935,PRD001678,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.84,2026-06-26,v1.0
FB002874,BYR000126,PRD001058,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,EDGE,0.95,2026-07-27,v1.0
FB002875,BYR000965,PRD001750,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.79,2026-05-31,v1.0
FB002876,BYR000711,PRD001644,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,EDGE,0.61,2026-06-04,v1.0
FB002877,BYR000995,PRD002332,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.57,2026-07-22,v1.0
FB002878,BYR000217,PRD001413,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.72,2026-08-04,v1.0
FB002879,BYR000418,PRD000817,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.63,2026-06-22,v1.0
FB002880,BYR000782,PRD002838,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.84,2026-06-04,v1.0
FB002881,BYR000904,PRD002385,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.8,2026-08-02,v1.0
FB002882,BYR000990,PRD002835,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.92,2026-06-22,v1.0
FB002883,BYR000939,PRD002491,Yes,No,Yes,No,No,No,Not my style,Neutral,NEGATIVE,0.97,2026-07-12,v1.0
FB002884,BYR000332,PRD001602,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.55,2026-05-10,v1.0
FB002885,BYR000371,PRD002208,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.83,2026-06-29,v1.0
FB002886,BYR000486,PRD000005,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.59,2026-05-22,v1.0
