Dataset ID,Scenario ID,Scenario Type,Listing ID,Seller ID,Brand,Model,Product Name,Title,Description,Price,Marketplace Average Price,Price Deviation Percentage,Seller Rating,Seller Total Listings,Seller Violation Count,Duplicate Image,Duplicate Title,Image Match Category,AI Image Detected,Keyword Stuffing,Suspicious Word,Profanity,Adult Content,Illegal Product,Counterfeit,Category Mismatch,Title Description Mismatch,Spam Behavior,Risk Score,Risk Band,Confidence Score,Expected Result,Ground Truth,Reason,Business Rule,Acceptance Criteria,Created Date,Version,Remarks,__source_sheet__,is_intentional_null,Title_clean,Title_has_emoji,Description_clean,Description_has_emoji,Title_length,Description_length,Duplicate Image_flag,Duplicate Title_flag,Image Match Category_flag,AI Image Detected_flag,Keyword Stuffing_flag,Suspicious Word_flag,Profanity_flag,Adult Content_flag,Illegal Product_flag,Counterfeit_flag,Category Mismatch_flag,Title Description Mismatch_flag,Spam Behavior_flag,Category_Accessories,Category_Automotive Parts,Category_Books,Category_Camera,Category_Collectibles,Category_Computer,Category_Electronics,Category_Fashion,Category_Furniture,Category_Gaming,Category_Home Appliances,Category_Laptop,Category_Mobile Phone,Category_Musical Instruments,Category_Others,Category_Sports,Category_Stationery,Category_Tablet,Category_UnknownCategoryXYZ,Subcategory_Action Camera,Subcategory_Action Figure,Subcategory_Air Fryer,Subcategory_Alloy Wheel,Subcategory_Badminton Racket,Subcategory_Bag,Subcategory_Bed Frame,Subcategory_Belt,Subcategory_Bicycle,Subcategory_Bluetooth Speaker,Subcategory_Bookshelf,Subcategory_Brake Pad,Subcategory_Car Battery,Subcategory_Children Book,Subcategory_Chromebook,Subcategory_Coin,Subcategory_Comic,Subcategory_Console,Subcategory_Controller,Subcategory_DSLR,Subcategory_Desktop PC,Subcategory_Dining Table,Subcategory_Drone,Subcategory_Drum Set,Subcategory_Dumbbell Set,Subcategory_E-Reader,Subcategory_Engine Oil,Subcategory_Eraser,Subcategory_Feature Phone,Subcategory_Football,Subcategory_Game Disc,Subcategory_Gaming Chair,Subcategory_Gaming Headset,Subcategory_Gaming Laptop,Subcategory_Graphics Card,Subcategory_Guitar,Subcategory_Handmade,Subcategory_Headphones,Subcategory_Jacket,Subcategory_Jewelry,Subcategory_Keyboard,Subcategory_Keyboard Piano,Subcategory_Lens,Subcategory_MacBook,Subcategory_Men Shirt,Subcategory_Microwave,Subcategory_Mirrorless,Subcategory_Miscellaneous,Subcategory_Monitor,Subcategory_Mouse,Subcategory_Novel,Subcategory_Office Chair,Subcategory_Paper Clip,Subcategory_Pencil,Subcategory_Pet Supplies,Subcategory_Phone Case,Subcategory_Plant,Subcategory_Plastic Spoon,Subcategory_Power Bank,Subcategory_RAM,Subcategory_Refrigerator,Subcategory_Router,Subcategory_Rubber Band,Subcategory_Self-Help,Subcategory_Smartphone,Subcategory_Smartwatch,Subcategory_Sneakers,Subcategory_Sofa,Subcategory_Stamp,Subcategory_Sunglasses,Subcategory_Tablet,Subcategory_Textbook,Subcategory_Ticket,Subcategory_Tire,Subcategory_Trading Card,Subcategory_Treadmill,Subcategory_Tripod,Subcategory_Ukulele,Subcategory_Ultrabook,Subcategory_Vacuum Cleaner,Subcategory_Vinyl Record,Subcategory_Violin,Subcategory_Wallet,Subcategory_Wardrobe,Subcategory_Washing Machine,Subcategory_Watch,Subcategory_Women Dress,Subcategory_Yoga Mat,Condition_Fair,Condition_Good,Condition_Like New,Condition_New,Condition_Poor,Image Quality_Blurry,Image Quality_High,Image Quality_Low,Image Quality_Medium,ai_category,ai_risk_level,ai_status,text_full
DS024941,SC024941,SCAM,LST-024941,SEL-01780,SE-ED,Special Edition,SE-ED Special Edition,ขาย SE-ED Special Edition Children Book New ถูกๆ มือ2 เหี้*,"Selling SE-ED Special Edition มือสอง ไม่แก้ราคา, barely used งานแท้",25.54,720,-96.45,0.0,1,1,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,97,Critical,0.99,REJECT,SCAM,"New seller, no history, listing a high-value item far below market price (BR003).",BR003,AC001,2025-09-14 07:37:00,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย SE-ED Special Edition Children Book New ถูกๆ มือ2 เหี้*,0,"Selling SE-ED Special Edition มือสอง ไม่แก้ราคา, barely used งานแท้",0,59,67,0,0,1,0,0,1,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย SE-ED Special Edition Children Book New ถูกๆ มือ2 เหี้* Selling SE-ED Special Edition มือสอง ไม่แก้ราคา, barely used งานแท้"
DS024942,SC024942,DESCRIPTION_ANOMALY,LST-024942,SEL-02152,Nikon,X-T30,Nikon X-T30,Nikon X-T30 DSLR - Like New condition for sale 🔥 🎮 🔥,"Actually this is a Funko product, not Nikon. smooth trade.",48839.77,44930,8.7,3.9,472,2,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,63,Medium Risk,0.88,REVIEW,MISLEADING_DESCRIPTION,Title advertises Nikon X-T30 but description references Funko (BR005).,BR005,AC001,2026-05-07 15:21:07,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Nikon X-T30 DSLR - Like New condition for sale,1,"Actually this is a Funko product, not Nikon. smooth trade.",0,46,58,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"Nikon X-T30 DSLR - Like New condition for sale Actually this is a Funko product, not Nikon. smooth trade."
DS024943,SC024943,NORMAL,LST-024943,SEL-01384,Apple,Reno 11,Apple Reno 11,ขา่ย Apple Reno 11 Feature Phone สภาพพอใช้ ราคาเป็นกันเอง,ขาย Apple Reno 11 Feature Phone สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,5233.12,4860,7.68,3.5,43,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Normal,0.92,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-01-23 16:43:07,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขา่ย Apple Reno 11 Feature Phone สภาพพอใช้ ราคาเป็นกันเอง,0,ขาย Apple Reno 11 Feature Phone สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,0,57,72,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,NORMAL,LOW,APPROVED,ขา่ย Apple Reno 11 Feature Phone สภาพพอใช้ ราคาเป็นกันเอง ขาย Apple Reno 11 Feature Phone สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ
DS024944,SC024944,SCAM,LST-024944,SEL-00114,Yamaha,CA49,Yamaha CA49,Yamaha CA49 Ukulele - Poor condition for sale 🔥 📱 ✨,Selling Yamaha CA49 Ukulele. Condition: Poor. smooth trade.,3509.42,46490,-92.45,0.0,1,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,95,Critical,0.97,REJECT,SCAM,"New seller, no history, listing a high-value item far below market price (BR003).",BR003,AC001,2026-01-04 14:04:23,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Yamaha CA49 Ukulele - Poor condition for sale,1,Selling Yamaha CA49 Ukulele. Condition: Poor. smooth trade.,0,45,59,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,Yamaha CA49 Ukulele - Poor condition for sale Selling Yamaha CA49 Ukulele. Condition: Poor. smooth trade.
DS024945,SC024945,HIGH_RISK,LST-024945,SEL-00070,Modernform,Oslo Series,Modernform Oslo Series,ขาย Modernform Oslo Series Sofa Like New ถูกๆ BNIB,"Selling Modernform Oslo Series มือสอง เจ้าของขายเอง, smooth trade BNIB",688.72,4180,-83.52,4.0,34,13,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,85,High Risk,0.96,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2025-09-19 06:56:06,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Modernform Oslo Series Sofa Like New ถูกๆ BNIB,0,"Selling Modernform Oslo Series มือสอง เจ้าของขายเอง, smooth trade BNIB",0,50,70,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Modernform Oslo Series Sofa Like New ถูกๆ BNIB Selling Modernform Oslo Series มือสอง เจ้าของขายเอง, smooth trade BNIB"
DS024946,SC024946,DESCRIPTION_ANOMALY,LST-024946,SEL-00145,Wilson,Domane AL2,Wilson Domane AL2,ขาย Wilson Domane AL2 Badminton Racket สภาพพอใช้ ราคาเป็นกันเอง,"Actually this is a Vivo product, not Wilson. no scratches.",10500.18,10290,2.04,4.7,64,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,71,High Risk,0.88,REVIEW,MISLEADING_DESCRIPTION,Title advertises Wilson Domane AL2 but description references Vivo (BR005).,BR005,AC001,2025-07-21 00:51:40,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Wilson Domane AL2 Badminton Racket สภาพพอใช้ ราคาเป็นกันเอง,0,"Actually this is a Vivo product, not Wilson. no scratches.",0,63,58,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Wilson Domane AL2 Badminton Racket สภาพพอใช้ ราคาเป็นกันเอง Actually this is a Vivo product, not Wilson. no scratches."
DS024947,SC024947,PRICE_ANOMALY,LST-024947,SEL-01749,Denso,S5 Silver,Denso S5 Silver,ขาย Denso S5 Silver Car Battery สภาพใหม่ ราคาเป็นกันเอง ✨,ขาย Denso S5 Silver Car Battery สภาพใหม่ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,290.0,7310,-96.03,4.5,52,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,93,Critical,0.89,REJECT,PRICE_ANOMALY,"Price is implausibly low for a high-value item, consistent with a scam pattern (BR003).",BR003,AC001,2026-03-22 08:37:49,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Denso S5 Silver Car Battery สภาพใหม่ ราคาเป็นกันเอง,1,ขาย Denso S5 Silver Car Battery สภาพใหม่ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,0,55,74,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Denso S5 Silver Car Battery สภาพใหม่ ราคาเป็นกันเอง ขาย Denso S5 Silver Car Battery สภาพใหม่ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ
DS024948,SC024948,HIGH_RISK,LST-024948,SEL-00482,Samsung,Charge 5,Samsung Charge 5,Samsung Charge 5 Power Bank - Poor condition for sale,Selling Samsung Charge 5 Power Bank. Condition: Poor. fast shipping.,1913.04,10310,-81.44,4.3,62,7,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,98,Critical,0.97,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2026-06-07 23:37:52,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Samsung Charge 5 Power Bank - Poor condition for sale,0,Selling Samsung Charge 5 Power Bank. Condition: Poor. fast shipping.,0,53,68,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,Samsung Charge 5 Power Bank - Poor condition for sale Selling Samsung Charge 5 Power Bank. Condition: Poor. fast shipping.
DS024949,SC024949,NORMAL,LST-024949,SEL-00419,Uniqlo,Chrono Steel,Uniqlo Chrono Steel,ขาย Uniqlo Chrono Steel Men Shirt Poor ถูกๆ LN 💯 ‼️ 📦,"Selling Uniqlo Chrono Steel มือสอง ประกันเหลือ, trustted seller LN",1852.83,1780,4.09,4.1,58,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,8,Normal,0.86,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-04-27 20:52:29,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Uniqlo Chrono Steel Men Shirt Poor ถูกๆ LN ‼️,1,"Selling Uniqlo Chrono Steel มือสอง ประกันเหลือ, trustted seller LN",0,49,66,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Uniqlo Chrono Steel Men Shirt Poor ถูกๆ LN ‼️ Selling Uniqlo Chrono Steel มือสอง ประกันเหลือ, trustted seller LN"
DS024950,SC024950,DUPLICATE,LST-024950,SEL-02103,Huawei,Pad 6,Huawei Pad 6,ขาย Huawei Pad 6 Tablet Poor ถูกๆ COD,"Selling Huawei Pad 6 มือสอง ไม่แก้ราคา, barely used มือ2",10491.03,9800,7.05,3.8,492,1,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,46,Low Risk,0.73,REVIEW,DUPLICATE_LISTING,Same seller re-posted an identical image under a different title (BR007).,BR007,AC001,2025-04-15 02:48:58,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Huawei Pad 6 Tablet Poor ถูกๆ COD,0,"Selling Huawei Pad 6 มือสอง ไม่แก้ราคา, barely used มือ2",0,37,56,1,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Huawei Pad 6 Tablet Poor ถูกๆ COD Selling Huawei Pad 6 มือสอง ไม่แก้ราคา, barely used มือ2"
DS024951,SC024951,EDGE,LST-024951,SEL-01514,Funko,Limited Ed.,Funko Limited Ed.,ขาย Funko Limited Ed. Coin สภาพดี ราคาเป็นกันเอง,ขาย Funko Limited Ed. Coin สภาพดี ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,2041.38,2300,-11.24,0.0,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,56,Medium Risk,0.68,REVIEW,EDGE_CASE,Cold-start seller with no listing or rating history.,BR000,AC001,2025-02-19 10:38:34,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,ขาย Funko Limited Ed. Coin สภาพดี ราคาเป็นกันเอง,0,ขาย Funko Limited Ed. Coin สภาพดี ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,0,48,64,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Funko Limited Ed. Coin สภาพดี ราคาเป็นกันเอง ขาย Funko Limited Ed. Coin สภาพดี ใช้งานน้อย สนใจทักแชทได้เลยค่ะ
DS024952,SC024952,PROHIBITED_PRODUCT,LST-024952,SEL-01811,Hot Toys,Rare Holo,Hot Toys Rare Holo,Used Underwear,"used underwear, ไม่แก้ราคา",28158.02,28010,0.53,3.9,400,2,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,100,Critical,0.99,REJECT,PROHIBITED_PRODUCT,Listing describes a prohibited adult/unsanitary product (BR004).,BR004,AC001,2025-01-02 16:43:19,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Used Underwear,0,"used underwear, ไม่แก้ราคา",0,14,26,0,0,1,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,WEAPON,HIGH,BLOCKED,"Used Underwear used underwear, ไม่แก้ราคา"
DS024953,SC024953,NORMAL,LST-024953,SEL-01477,Yamaha,FG800,Yamaha FG800,ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ราคาเป็นกันเอง,ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,2524.47,2870,-12.04,4.1,30,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,10,Normal,0.91,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-06-04 12:50:11,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ราคาเป็นกันเอง,0,ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,0,56,72,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ราคาเป็นกันเอง ขาย Yamaha FG800 Keyboard Piano สภาพพอใช้ ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ
DS024954,SC024954,SCAM,LST-024954,SEL-01134,Sharp,Inverter 15kg,Sharp Inverter 15kg,Sharp Inverter 15kg Refrigerator - New condition for sale ห่* 🛍️ 🛍️ 🔥,Selling Sharp Inverter 15kg Refrigerator. Condition: New. self pick up available.,984.95,34840,-97.17,0.0,0,0,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,93,Critical,0.95,REJECT,SCAM,"New seller, no history, listing a high-value item far below market price (BR003).",BR003,AC001,2026-04-09 15:52:55,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Sharp Inverter 15kg Refrigerator - New condition for sale ห่* ️ ️,1,Selling Sharp Inverter 15kg Refrigerator. Condition: New. self pick up available.,0,65,81,0,0,1,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,Sharp Inverter 15kg Refrigerator - New condition for sale ห่* ️ ️ Selling Sharp Inverter 15kg Refrigerator. Condition: New. self pick up available.
DS024955,SC024955,NORMAL,LST-024955,SEL-02254,Canon,Hero 11,Canon Hero 11,ขาย Canon Hero 11 Lens สภาพไม่ดี ราคาเป็นกันเอง,ขาย Canon Hero 11 Lens สภาพไม่ดี จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,37756.88,41010,-7.93,0.0,2,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,14,Normal,0.88,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-02-03 18:00:33,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Canon Hero 11 Lens สภาพไม่ดี ราคาเป็นกันเอง,0,ขาย Canon Hero 11 Lens สภาพไม่ดี จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,0,47,66,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Canon Hero 11 Lens สภาพไม่ดี ราคาเป็นกันเอง ขาย Canon Hero 11 Lens สภาพไม่ดี จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ
DS024956,SC024956,NORMAL,LST-024956,SEL-01721,H&M,Air Force 1,H&M Air Force 1,ขา่ย H&M Air Force 1 Women Dress สภาพไม่ดี ราคาเป็นกันเอง,ขาย H&M Air Force 1 Women Dress สภาพไม่ดี อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,4201.59,4010,4.78,3.7,78,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,4,Normal,0.93,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-02-26 12:34:37,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขา่ย H&M Air Force 1 Women Dress สภาพไม่ดี ราคาเป็นกันเอง,0,ขาย H&M Air Force 1 Women Dress สภาพไม่ดี อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,0,57,77,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,ขา่ย H&M Air Force 1 Women Dress สภาพไม่ดี ราคาเป็นกันเอง ขาย H&M Air Force 1 Women Dress สภาพไม่ดี อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ
